tipo_propiedad,localidad,provincia,sup_total,sup_cubierta,precio_m2,ambientes,ratio_sup,amenities,cochera
house,Villa Crespo,Capital Federal,300.0,180.0,2670.0,5.0,1.4897698602719154,0,0
apartment,Congreso,Capital Federal,30.0,30.0,2170.0,2.0,1.0,0,0
apartment,Palermo,Capital Federal,70.0,58.0,2980.0,3.0,1.206896551724138,0,0
apartment,Palermo,Capital Federal,74.0,50.0,4800.0,2.0,1.48,0,0
apartment,Belgrano,Capital Federal,44.0,40.0,2750.0,2.0,1.1,0,0
apartment,Belgrano,Capital Federal,77.0,65.0,3510.0,3.0,1.1846153846153846,0,0
house,Belgrano,Capital Federal,671.0,363.0,2700.0,6.0,1.2372320297265615,0,0
apartment,Palermo,Capital Federal,111.0,81.0,4320.0,2.0,1.3703703703703705,0,0
apartment,Palermo Hollywood,Capital Federal,111.0,81.0,4320.0,2.0,1.3703703703703705,0,0
apartment,Villa Crespo,Capital Federal,85.0,80.0,2000.0,4.0,1.0625,0,0
apartment,Palermo,Capital Federal,85.0,80.0,2000.0,4.0,1.0625,0,0
apartment,Puerto Madero,Capital Federal,185.0,147.0,8370.0,5.0,1.2585034013605443,0,0
apartment,Villa Urquiza,Capital Federal,71.0,49.0,4290.0,3.0,1.4489795918367347,0,0
house,Liniers,Capital Federal,480.0,300.0,1830.0,3.0,1.2358126636572222,0,0
house,Caballito,Capital Federal,190.0,142.0,2750.0,4.0,1.3193914812366905,0,0
apartment,San Nicolás,Capital Federal,162.0,162.0,2200.0,5.0,1.0,0,0
apartment,Palermo Soho,Capital Federal,45.0,40.0,4000.0,2.0,1.125,0,0
apartment,Floresta,Capital Federal,79.0,79.0,2270.0,4.0,1.0,0,0
apartment,Caballito,Capital Federal,60.0,57.0,2960.0,3.0,1.0526315789473684,0,0
apartment,Belgrano,Capital Federal,67.0,53.0,3850.0,2.0,1.2641509433962264,0,0
apartment,Palermo,Capital Federal,30.0,30.0,3420.0,1.0,1.0,0,0
apartment,San Telmo,Capital Federal,85.0,59.0,3170.0,2.0,1.4406779661016949,0,0
apartment,Capital Federal,Capital Federal,75.0,60.0,3170.0,2.0,1.25,0,0
apartment,Capital Federal,Capital Federal,83.0,76.0,3220.0,2.0,1.0921052631578947,0,0
house,Capital Federal,Capital Federal,1142.0,317.0,1920.0,2.0,2.756564547185661,0,0
apartment,Capital Federal,Capital Federal,92.0,92.0,2880.0,3.0,1.0,0,0
apartment,Villa Crespo,Capital Federal,29.0,29.0,2930.0,2.0,1.0,0,0
apartment,Barrio Norte,Capital Federal,35.0,35.0,2710.0,1.0,1.0,0,0
apartment,Barracas,Capital Federal,149.0,149.0,1950.0,4.0,1.0,0,0
apartment,Recoleta,Capital Federal,23.0,23.0,4170.0,1.0,1.0,0,0
apartment,Villa Crespo,Capital Federal,56.0,48.0,2670.0,2.0,1.1666666666666667,0,0
apartment,Parque Chacabuco,Capital Federal,68.0,68.0,1840.0,3.0,1.0,0,0
apartment,Liniers,Capital Federal,58.0,43.0,2860.0,2.0,1.3488372093023255,0,0
house,Flores,Capital Federal,145.0,90.0,2200.0,4.0,1.2503820708059983,0,0
apartment,Palermo,Capital Federal,54.0,45.0,3220.0,2.0,1.2,0,0
apartment,Almagro,Capital Federal,85.0,74.0,2460.0,4.0,1.1486486486486487,0,0
apartment,Villa Soldati,Capital Federal,88.0,88.0,780.0,4.0,1.0,0,0
apartment,Palermo,Capital Federal,60.0,60.0,2830.0,3.0,1.0,0,0
apartment,Villa Lugano,Capital Federal,88.0,88.0,780.0,5.0,1.0,0,0
apartment,Villa Lugano,Capital Federal,88.0,88.0,780.0,4.0,1.0,0,0
apartment,Villa Soldati,Capital Federal,88.0,88.0,780.0,5.0,1.0,0,0
apartment,Belgrano,Capital Federal,44.0,44.0,2610.0,2.0,1.0,0,0
apartment,Palermo,Capital Federal,40.0,40.0,2880.0,2.0,1.0,0,0
apartment,Flores,Capital Federal,64.0,61.0,1070.0,3.0,1.0491803278688525,0,0
apartment,Parque Patricios,Capital Federal,59.0,56.0,1770.0,3.0,1.0535714285714286,0,0
apartment,Belgrano,Capital Federal,34.0,34.0,2870.0,1.0,1.0,0,0
PH,Floresta,Capital Federal,142.0,66.0,2260.0,3.0,1.454515101949104,0,0
apartment,Chacarita,Capital Federal,37.0,37.0,2350.0,2.0,1.0,0,0
apartment,Liniers,Capital Federal,55.0,55.0,1960.0,3.0,1.0,0,0
PH,Recoleta,Capital Federal,70.0,70.0,2360.0,3.0,1.1165642601126473,0,0
PH,Monte Castro,Capital Federal,61.0,50.0,2400.0,2.0,1.3179548306798134,0,0
apartment,Belgrano,Capital Federal,84.0,75.0,3400.0,3.0,1.12,0,0
apartment,Liniers,Capital Federal,72.0,46.0,3260.0,2.0,1.565217391304348,0,0
apartment,Liniers,Capital Federal,86.0,64.0,2970.0,3.0,1.34375,0,0
apartment,Liniers,Capital Federal,86.0,64.0,2970.0,3.0,1.34375,0,0
apartment,Belgrano,Capital Federal,56.0,53.0,3080.0,2.0,1.0566037735849056,0,0
apartment,Belgrano,Capital Federal,56.0,53.0,3530.0,2.0,1.0566037735849056,0,0
house,Villa Devoto,Capital Federal,215.62382763354756,165.0,1300.0,2.0,1.306811076566955,0,0
apartment,Barrio Norte,Capital Federal,49.0,49.0,2650.0,2.0,1.0,0,0
apartment,Saavedra,Capital Federal,66.0,66.0,3260.0,3.0,1.0,0,0
apartment,Saavedra,Capital Federal,66.0,66.0,2800.0,3.0,1.0,0,0
apartment,Saavedra,Capital Federal,50.0,50.0,3800.0,2.0,1.0,0,0
apartment,Saavedra,Capital Federal,66.0,66.0,3320.0,3.0,1.0,0,0
apartment,Coghlan,Capital Federal,60.0,60.0,2790.0,3.0,1.0,0,0
apartment,Coghlan,Capital Federal,60.0,60.0,2910.0,3.0,1.0,0,0
apartment,Coghlan,Capital Federal,42.0,42.0,2400.0,2.0,1.0,0,0
apartment,Coghlan,Capital Federal,42.0,42.0,2400.0,2.0,1.0,0,0
apartment,Coghlan,Capital Federal,47.0,47.0,2540.0,2.0,1.0,0,0
apartment,Coghlan,Capital Federal,47.0,47.0,2600.0,2.0,1.0,0,0
apartment,Coghlan,Capital Federal,109.0,109.0,2570.0,4.0,1.0,0,0
apartment,Coghlan,Capital Federal,85.0,85.0,2250.0,3.0,1.0,0,0
apartment,Coghlan,Capital Federal,97.0,97.0,2510.0,4.0,1.0,0,0
apartment,San Cristobal,Capital Federal,45.0,45.0,2660.0,3.0,1.0,0,0
apartment,Palermo,Capital Federal,71.0,71.0,3920.0,3.0,1.0,0,0
apartment,Boca,Capital Federal,65.0,58.0,1240.0,3.0,1.1206896551724137,0,0
apartment,Boca,Capital Federal,65.0,58.0,1330.0,3.0,1.1206896551724137,0,0
apartment,Recoleta,Capital Federal,67.0,64.0,4770.0,3.0,1.046875,0,0
apartment,Floresta,Capital Federal,50.0,45.0,1670.0,2.0,1.1111111111111112,0,0
apartment,Palermo,Capital Federal,40.0,35.0,3200.0,2.0,1.1428571428571428,0,0
apartment,Liniers,Capital Federal,65.0,65.0,1310.0,3.0,1.0,0,0
apartment,Villa del Parque,Capital Federal,37.0,37.0,2570.0,2.0,1.0,0,0
apartment,Mataderos,Capital Federal,83.0,35.0,2430.0,1.0,2.3714285714285714,0,0
apartment,Almagro,Capital Federal,51.0,51.0,2250.0,3.0,1.0,0,0
apartment,Mataderos,Capital Federal,120.0,40.0,2200.0,1.0,3.0,0,0
apartment,Barrio Norte,Capital Federal,121.0,118.0,2930.0,4.0,1.0254237288135593,0,0
apartment,Barrio Norte,Capital Federal,40.0,40.0,2450.0,1.0,1.0,0,0
house,Villa Urquiza,Capital Federal,118.0,112.0,1730.0,4.0,1.2472780114666009,0,0
apartment,Belgrano,Capital Federal,74.0,65.0,3690.0,3.0,1.1384615384615384,0,0
apartment,Palermo Chico,Capital Federal,190.0,179.0,4360.0,5.0,1.0614525139664805,0,0
apartment,Caballito,Capital Federal,150.0,80.0,3120.0,4.0,1.875,0,0
apartment,Belgrano,Capital Federal,92.0,84.0,2560.0,3.0,1.0952380952380953,0,0
apartment,Retiro,Capital Federal,62.0,62.0,2740.0,2.0,1.0,0,0
house,Villa Devoto,Capital Federal,250.0,250.0,2320.0,4.0,1.306811076566955,0,0
apartment,Retiro,Capital Federal,40.0,40.0,1950.0,2.0,1.0,0,0
apartment,Las Cañitas,Capital Federal,247.0,200.0,3250.0,5.0,1.235,0,0
apartment,Flores,Capital Federal,53.0,50.0,2360.0,2.0,1.06,0,0
apartment,Flores,Capital Federal,48.0,37.0,3110.0,2.0,1.2972972972972974,0,0
apartment,Flores,Capital Federal,72.0,68.0,2500.0,3.0,1.0588235294117647,0,0
apartment,Flores,Capital Federal,46.0,42.0,2450.0,2.0,1.0952380952380953,0,0
apartment,Flores,Capital Federal,46.0,42.0,2450.0,2.0,1.0952380952380953,0,0
apartment,Flores,Capital Federal,28.0,22.0,2950.0,1.0,1.2727272727272727,0,0
apartment,Flores,Capital Federal,87.0,69.0,2750.0,3.0,1.2608695652173914,0,0
apartment,Flores,Capital Federal,54.0,51.0,2390.0,2.0,1.0588235294117647,0,0
apartment,Flores,Capital Federal,49.0,46.0,2500.0,2.0,1.065217391304348,0,0
apartment,Flores,Capital Federal,72.0,68.0,2430.0,3.0,1.0588235294117647,0,0
apartment,Flores,Capital Federal,46.0,43.0,2490.0,2.0,1.069767441860465,0,0
apartment,Flores,Capital Federal,46.0,42.0,2550.0,2.0,1.0952380952380953,0,0
apartment,Flores,Capital Federal,87.0,69.0,2900.0,3.0,1.2608695652173914,0,0
apartment,Flores,Capital Federal,87.0,69.0,2970.0,3.0,1.2608695652173914,0,0
apartment,Flores,Capital Federal,33.0,28.0,2790.0,1.0,1.1785714285714286,0,0
apartment,Flores,Capital Federal,33.0,28.0,2930.0,1.0,1.1785714285714286,0,0
apartment,Flores,Capital Federal,33.0,29.0,2520.0,1.0,1.1379310344827587,0,0
apartment,Flores,Capital Federal,33.0,29.0,2830.0,1.0,1.1379310344827587,0,0
apartment,Flores,Capital Federal,32.0,28.0,2610.0,1.0,1.1428571428571428,0,0
apartment,Flores,Capital Federal,32.0,28.0,2640.0,1.0,1.1428571428571428,0,0
apartment,Flores,Capital Federal,32.0,28.0,2680.0,1.0,1.1428571428571428,0,0
apartment,Flores,Capital Federal,38.0,34.0,2470.0,1.0,1.1176470588235294,0,0
apartment,Flores,Capital Federal,38.0,34.0,2590.0,1.0,1.1176470588235294,0,0
apartment,Flores,Capital Federal,37.0,37.0,2240.0,2.0,1.0,0,0
apartment,Flores,Capital Federal,37.0,37.0,2320.0,2.0,1.0,0,0
apartment,Flores,Capital Federal,37.0,37.0,2300.0,2.0,1.0,0,0
apartment,Flores,Capital Federal,37.0,37.0,2240.0,2.0,1.0,0,0
apartment,Flores,Capital Federal,45.0,42.0,2500.0,2.0,1.0714285714285714,0,0
apartment,Flores,Capital Federal,45.0,42.0,2500.0,2.0,1.0714285714285714,0,0
apartment,Flores,Capital Federal,53.0,50.0,2400.0,2.0,1.06,0,0
apartment,Flores,Capital Federal,53.0,50.0,2460.0,2.0,1.06,0,0
apartment,Flores,Capital Federal,28.0,22.0,2950.0,1.0,1.2727272727272727,0,0
apartment,Flores,Capital Federal,28.0,22.0,2950.0,1.0,1.2727272727272727,0,0
apartment,Flores,Capital Federal,27.0,21.0,3050.0,1.0,1.2857142857142858,0,0
apartment,Flores,Capital Federal,33.0,27.0,2890.0,1.0,1.2222222222222223,0,0
apartment,Flores,Capital Federal,37.0,37.0,2160.0,2.0,1.0,0,0
apartment,Flores,Capital Federal,36.0,30.0,2670.0,2.0,1.2,0,0
apartment,Flores,Capital Federal,45.0,42.0,2380.0,2.0,1.0714285714285714,0,0
apartment,Flores,Capital Federal,53.0,50.0,2400.0,2.0,1.06,0,0
apartment,Caballito,Capital Federal,139.0,73.0,3220.0,3.0,1.904109589041096,0,0
apartment,Caballito,Capital Federal,77.0,46.0,3150.0,2.0,1.673913043478261,0,0
apartment,Caballito,Capital Federal,52.0,46.0,2700.0,2.0,1.1304347826086956,0,0
apartment,Caballito,Capital Federal,52.0,46.0,2700.0,2.0,1.1304347826086956,0,0
apartment,Caballito,Capital Federal,52.0,46.0,2760.0,2.0,1.1304347826086956,0,0
apartment,Caballito,Capital Federal,52.0,46.0,2830.0,2.0,1.1304347826086956,0,0
apartment,Caballito,Capital Federal,52.0,46.0,2720.0,2.0,1.1304347826086956,0,0
apartment,Caballito,Capital Federal,52.0,46.0,2780.0,2.0,1.1304347826086956,0,0
apartment,Caballito,Capital Federal,52.0,46.0,2850.0,2.0,1.1304347826086956,0,0
apartment,Caballito,Capital Federal,52.0,46.0,2910.0,2.0,1.1304347826086956,0,0
apartment,Caballito,Capital Federal,52.0,46.0,2850.0,2.0,1.1304347826086956,0,0
apartment,Caballito,Capital Federal,81.0,73.0,2670.0,3.0,1.1095890410958904,0,0
apartment,Caballito,Capital Federal,81.0,73.0,2710.0,3.0,1.1095890410958904,0,0
apartment,Caballito,Capital Federal,81.0,73.0,2750.0,3.0,1.1095890410958904,0,0
apartment,Caballito,Capital Federal,81.0,73.0,2790.0,3.0,1.1095890410958904,0,0
apartment,Caballito,Capital Federal,81.0,73.0,2840.0,3.0,1.1095890410958904,0,0
apartment,Caballito,Capital Federal,81.0,73.0,2790.0,3.0,1.1095890410958904,0,0
apartment,Caballito,Capital Federal,53.0,46.0,2740.0,2.0,1.1521739130434783,0,0
apartment,Caballito,Capital Federal,53.0,46.0,2740.0,2.0,1.1521739130434783,0,0
apartment,Caballito,Capital Federal,53.0,46.0,2870.0,2.0,1.1521739130434783,0,0
apartment,San Telmo,Capital Federal,46.0,43.0,2560.0,2.0,1.069767441860465,0,0
apartment,San Telmo,Capital Federal,33.0,29.0,2620.0,1.0,1.1379310344827587,0,0
apartment,San Telmo,Capital Federal,44.0,41.0,2560.0,2.0,1.0731707317073171,0,0
apartment,San Telmo,Capital Federal,34.0,31.0,2420.0,1.0,1.096774193548387,0,0
apartment,San Telmo,Capital Federal,32.0,29.0,2520.0,1.0,1.103448275862069,0,0
apartment,San Telmo,Capital Federal,46.0,43.0,2490.0,2.0,1.069767441860465,0,0
apartment,San Telmo,Capital Federal,46.0,43.0,2440.0,2.0,1.069767441860465,0,0
apartment,San Telmo,Capital Federal,46.0,43.0,2560.0,2.0,1.069767441860465,0,0
apartment,San Telmo,Capital Federal,32.0,29.0,2690.0,1.0,1.103448275862069,0,0
apartment,San Telmo,Capital Federal,32.0,29.0,2760.0,1.0,1.103448275862069,0,0
apartment,San Telmo,Capital Federal,33.0,29.0,2720.0,1.0,1.1379310344827587,0,0
apartment,San Telmo,Capital Federal,48.0,44.0,2500.0,2.0,1.0909090909090908,0,0
apartment,San Telmo,Capital Federal,50.0,44.0,2550.0,2.0,1.1363636363636365,0,0
apartment,Caballito,Capital Federal,52.0,46.0,2720.0,2.0,1.1304347826086956,0,0
apartment,Flores,Capital Federal,33.0,29.0,2690.0,1.0,1.1379310344827587,0,0
apartment,Almagro,Capital Federal,50.0,45.0,2110.0,2.0,1.1111111111111112,0,0
house,Capital Federal,Capital Federal,604.0,207.0,1880.0,3.0,2.756564547185661,0,0
house,Capital Federal,Capital Federal,240.0,160.0,1380.0,2.0,2.756564547185661,0,0
apartment,Capital Federal,Capital Federal,62.0,51.0,3920.0,1.0,1.2156862745098038,0,0
apartment,Villa Devoto,Capital Federal,72.0,72.0,1860.0,3.0,1.0,0,0
apartment,Villa Real,Capital Federal,72.0,72.0,1860.0,3.0,1.0,0,0
PH,Mataderos,Capital Federal,26.70029630943299,20.0,4750.0,2.0,1.3350148154716495,0,0
apartment,Monte Castro,Capital Federal,43.0,43.0,2090.0,3.0,1.0,0,0
apartment,Boca,Capital Federal,72.0,72.0,1830.0,3.0,1.0,0,0
apartment,Villa Crespo,Capital Federal,58.0,58.0,2150.0,3.0,1.0,0,0
apartment,San Cristobal,Capital Federal,50.0,50.0,1700.0,2.0,1.0,0,0
apartment,Caballito,Capital Federal,154.0,154.0,1590.0,4.0,1.0,0,0
apartment,Monte Castro,Capital Federal,33.0,33.0,2270.0,1.0,1.0,0,0
apartment,Retiro,Capital Federal,90.0,90.0,1890.0,3.0,1.0,0,0
apartment,Nuñez,Capital Federal,89.0,89.0,2130.0,2.0,1.0,0,0
apartment,Nuñez,Capital Federal,48.0,48.0,4120.0,2.0,1.0,0,0
apartment,Villa Urquiza,Capital Federal,98.0,98.0,2530.0,3.0,1.0,0,0
apartment,Palermo,Capital Federal,100.0,100.0,3000.0,3.0,1.0,0,0
apartment,Palermo,Capital Federal,100.0,100.0,2150.0,3.0,1.0,0,0
house,Palermo,Capital Federal,256.4147827530001,210.0,3330.0,4.0,1.2210227750142861,0,0
apartment,Retiro,Capital Federal,24.0,24.0,3620.0,1.0,1.0,0,0
PH,Palermo,Capital Federal,26.38580700369129,20.0,8250.0,3.0,1.3192903501845645,0,0
apartment,Nuñez,Capital Federal,43.0,43.0,3370.0,1.0,1.0,0,0
apartment,Villa Devoto,Capital Federal,54.0,54.0,1980.0,3.0,1.0,0,0
apartment,Balvanera,Capital Federal,166.0,166.0,1390.0,5.0,1.0,0,0
apartment,Villa del Parque,Capital Federal,80.0,80.0,2250.0,3.0,1.0,0,0
apartment,Barrio Norte,Capital Federal,87.0,87.0,2410.0,4.0,1.0,0,0
apartment,Caballito,Capital Federal,51.0,51.0,2160.0,3.0,1.0,0,0
apartment,Villa Crespo,Capital Federal,49.0,49.0,2430.0,3.0,1.0,0,0
apartment,Monte Castro,Capital Federal,43.0,43.0,2040.0,2.0,1.0,0,0
apartment,Floresta,Capital Federal,50.0,50.0,1900.0,2.0,1.0,0,0
apartment,Villa del Parque,Capital Federal,43.0,43.0,2330.0,2.0,1.0,0,0
apartment,San Telmo,Capital Federal,37.0,37.0,2150.0,1.0,1.0,0,0
apartment,San Telmo,Capital Federal,43.0,43.0,2050.0,1.0,1.0,0,0
apartment,Villa Luro,Capital Federal,56.0,56.0,1980.0,2.0,1.0,0,0
apartment,Villa Luro,Capital Federal,74.0,74.0,2030.0,3.0,1.0,0,0
PH,Almagro,Capital Federal,26.456336262622887,20.0,3140.0,2.0,1.3228168131311444,0,0
apartment,Villa Luro,Capital Federal,56.0,56.0,1960.0,2.0,1.0,0,0
apartment,Villa Luro,Capital Federal,74.0,74.0,2030.0,3.0,1.0,0,0
apartment,Pompeya,Capital Federal,64.0,64.0,1090.0,4.0,1.0,0,0
apartment,Flores,Capital Federal,67.0,67.0,2310.0,3.0,1.0,0,0
apartment,Belgrano,Capital Federal,44.0,44.0,2610.0,2.0,1.0,0,0
apartment,Once,Capital Federal,46.0,46.0,1720.0,2.0,1.0,0,0
apartment,Palermo,Capital Federal,62.0,62.0,3060.0,3.0,1.0,0,0
apartment,Recoleta,Capital Federal,127.0,127.0,2990.0,4.0,1.0,0,0
apartment,Las Cañitas,Capital Federal,95.0,65.0,4310.0,3.0,1.4615384615384615,0,0
apartment,Las Cañitas,Capital Federal,95.0,65.0,4310.0,3.0,1.4615384615384615,0,0
apartment,Balvanera,Capital Federal,37.0,37.0,2430.0,2.0,1.0,0,0
apartment,Villa Lugano,Capital Federal,53.0,53.0,1980.0,2.0,1.0,0,0
apartment,Villa Crespo,Capital Federal,79.0,79.0,2220.0,4.0,1.0,0,0
apartment,Almagro,Capital Federal,72.0,72.0,1880.0,3.0,1.0,0,0
apartment,Villa Crespo,Capital Federal,80.0,70.0,2290.0,4.0,1.1428571428571428,0,0
PH,Mataderos,Capital Federal,55.0,45.0,1930.0,2.0,1.3350148154716495,0,0
apartment,Barracas,Capital Federal,30.0,30.0,2230.0,1.0,1.0,0,0
apartment,Almagro,Capital Federal,40.0,37.0,2570.0,2.0,1.0810810810810811,0,0
apartment,Caballito,Capital Federal,54.0,54.0,1760.0,3.0,1.0,0,0
apartment,Barrio Norte,Capital Federal,186.0,176.0,2560.0,4.0,1.0568181818181819,0,0
apartment,San Telmo,Capital Federal,48.0,45.0,3270.0,2.0,1.0666666666666667,0,0
apartment,Belgrano,Capital Federal,115.0,115.0,4520.0,4.0,1.0,0,0
apartment,Palermo Viejo,Capital Federal,175.0,175.0,4860.0,3.0,1.0,0,0
apartment,Palermo Viejo,Capital Federal,145.0,145.0,5240.0,3.0,1.0,0,0
house,Parque Chacabuco,Capital Federal,316.0,180.0,1170.0,9.0,1.325560144330466,0,0
apartment,Congreso,Capital Federal,22.0,22.0,2720.0,1.0,1.0,0,0
PH,Chacarita,Capital Federal,136.0,66.0,4240.0,3.0,1.3146454656454656,0,0
apartment,Almagro,Capital Federal,30.0,30.0,2070.0,1.0,1.0,0,0
apartment,Almagro,Capital Federal,69.0,69.0,1810.0,2.0,1.0,0,0
apartment,Belgrano,Capital Federal,37.0,37.0,2590.0,1.0,1.0,0,0
PH,Villa Crespo,Capital Federal,170.0,170.0,970.0,4.0,1.3384233523072278,0,0
apartment,Belgrano,Capital Federal,62.0,62.0,2370.0,2.0,1.0,0,0
apartment,Belgrano,Capital Federal,34.0,34.0,2820.0,1.0,1.0,0,0
apartment,Retiro,Capital Federal,52.0,52.0,2480.0,3.0,1.0,0,0
apartment,Palermo Hollywood,Capital Federal,42.0,42.0,2880.0,1.0,1.0,0,0
apartment,Palermo Hollywood,Capital Federal,36.0,36.0,2920.0,1.0,1.0,0,0
apartment,Belgrano,Capital Federal,60.0,60.0,2130.0,3.0,1.0,0,0
apartment,Flores,Capital Federal,61.0,61.0,2050.0,3.0,1.0,0,0
apartment,Flores,Capital Federal,47.0,47.0,2060.0,2.0,1.0,0,0
apartment,Nuñez,Capital Federal,30.0,30.0,2100.0,1.0,1.0,0,0
apartment,Nuñez,Capital Federal,30.0,30.0,2100.0,1.0,1.0,0,0
apartment,Flores,Capital Federal,47.0,47.0,2040.0,2.0,1.0,0,0
apartment,Caballito,Capital Federal,97.0,97.0,3450.0,4.0,1.0,0,0
apartment,Congreso,Capital Federal,40.0,40.0,1980.0,2.0,1.0,0,0
apartment,Belgrano,Capital Federal,72.0,55.0,3270.0,3.0,1.309090909090909,0,0
PH,Almagro,Capital Federal,30.0,30.0,2320.0,2.0,1.3228168131311444,0,0
PH,Almagro,Capital Federal,70.0,70.0,2390.0,4.0,1.3228168131311444,0,0
apartment,Recoleta,Capital Federal,118.0,115.0,3000.0,3.0,1.0260869565217392,0,0
apartment,Barrio Norte,Capital Federal,37.0,26.0,2500.0,1.0,1.4230769230769231,0,0
house,Villa Luro,Capital Federal,225.0,174.0,2010.0,5.0,1.4557254978008836,0,0
PH,Villa del Parque,Capital Federal,78.0,70.0,1570.0,3.0,1.3161054480795402,0,0
apartment,Caballito,Capital Federal,51.0,47.0,2910.0,2.0,1.0851063829787233,0,0
apartment,Palermo Hollywood,Capital Federal,40.0,40.0,3200.0,1.0,1.0,0,0
apartment,Centro / Microcentro,Capital Federal,25.0,25.0,2300.0,1.0,1.0,0,0
PH,Villa del Parque,Capital Federal,137.0,120.0,1860.0,4.0,1.3161054480795402,0,0
apartment,Caballito,Capital Federal,94.0,87.0,2870.0,4.0,1.0804597701149425,0,0
apartment,Palermo,Capital Federal,70.0,51.0,3550.0,2.0,1.3725490196078431,0,0
apartment,Villa Crespo,Capital Federal,46.0,42.0,2980.0,2.0,1.0952380952380953,0,0
apartment,Villa Crespo,Capital Federal,38.0,36.0,2060.0,1.0,1.0555555555555556,0,0
apartment,Caballito,Capital Federal,84.0,84.0,2100.0,4.0,1.0,0,0
apartment,Belgrano,Capital Federal,72.0,65.0,2820.0,4.0,1.1076923076923078,0,0
house,Floresta,Capital Federal,360.0,260.0,1420.0,6.0,1.4969030453806893,0,0
apartment,Villa del Parque,Capital Federal,51.0,45.0,1800.0,1.0,1.1333333333333333,0,0
apartment,Caballito,Capital Federal,197.0,177.0,2090.0,5.0,1.112994350282486,0,0
apartment,Parque Avellaneda,Capital Federal,54.0,51.0,2550.0,3.0,1.0588235294117647,0,0
apartment,Recoleta,Capital Federal,120.0,120.0,3620.0,4.0,1.0,0,0
apartment,Palermo,Capital Federal,140.0,140.0,4860.0,4.0,1.0,0,0
apartment,Caballito,Capital Federal,148.0,145.0,2720.0,4.0,1.0206896551724138,0,0
apartment,Almagro,Capital Federal,43.0,33.0,2360.0,2.0,1.303030303030303,0,0
apartment,Floresta,Capital Federal,45.0,30.0,2830.0,1.0,1.5,0,0
apartment,Villa Urquiza,Capital Federal,35.0,30.0,2500.0,1.0,1.1666666666666667,0,0
apartment,Caballito,Capital Federal,89.0,80.0,3310.0,4.0,1.1125,0,0
apartment,Villa Urquiza,Capital Federal,35.0,30.0,2550.0,1.0,1.1666666666666667,0,0
apartment,Villa Urquiza,Capital Federal,35.0,30.0,2610.0,1.0,1.1666666666666667,0,0
apartment,Villa Urquiza,Capital Federal,36.0,29.0,2970.0,1.0,1.2413793103448276,0,0
apartment,Villa Urquiza,Capital Federal,36.0,29.0,2910.0,1.0,1.2413793103448276,0,0
apartment,Villa Urquiza,Capital Federal,36.0,29.0,2850.0,1.0,1.2413793103448276,0,0
apartment,Villa Urquiza,Capital Federal,36.0,29.0,2550.0,1.0,1.2413793103448276,0,0
apartment,Recoleta,Capital Federal,46.0,41.0,4150.0,1.0,1.1219512195121952,0,0
apartment,Recoleta,Capital Federal,149.0,149.0,2680.0,4.0,1.0,0,0
apartment,Recoleta,Capital Federal,23.0,23.0,2870.0,1.0,1.0,0,0
apartment,Recoleta,Capital Federal,147.0,142.0,3380.0,4.0,1.0352112676056338,0,0
apartment,San Telmo,Capital Federal,40.0,38.0,3820.0,1.0,1.0526315789473684,0,0
apartment,Puerto Madero,Capital Federal,37.0,37.0,4590.0,1.0,1.0,0,0
apartment,Parque Chacabuco,Capital Federal,43.0,40.0,2950.0,1.0,1.075,0,0
apartment,Centro / Microcentro,Capital Federal,77.0,69.0,2610.0,3.0,1.1159420289855073,0,0
apartment,Villa Crespo,Capital Federal,38.0,36.0,2580.0,2.0,1.0555555555555556,0,0
apartment,Belgrano,Capital Federal,77.0,61.0,3570.0,3.0,1.2622950819672132,0,0
apartment,Palermo,Capital Federal,104.0,104.0,2640.0,4.0,1.0,0,0
apartment,Nuñez,Capital Federal,155.0,145.0,3240.0,5.0,1.0689655172413792,0,0
apartment,Monserrat,Capital Federal,125.0,90.0,1980.0,4.0,1.3888888888888888,0,0
house,Villa del Parque,Capital Federal,330.0,230.0,1390.0,5.0,1.3556367245676364,0,0
apartment,Villa Devoto,Capital Federal,56.0,54.0,1760.0,3.0,1.037037037037037,0,0
apartment,Liniers,Capital Federal,89.0,52.0,2880.0,2.0,1.7115384615384615,0,0
apartment,Liniers,Capital Federal,58.0,43.0,3330.0,2.0,1.3488372093023255,0,0
house,Villa del Parque,Capital Federal,156.0,133.0,1410.0,3.0,1.3556367245676364,0,0
apartment,Palermo Chico,Capital Federal,43.0,43.0,3260.0,2.0,1.0,0,0
apartment,Caballito,Capital Federal,46.0,44.0,3410.0,2.0,1.0454545454545454,0,0
